timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-20T10:10:22,self_healing_compiler,30166c1a-f6f7-4c12-b11b-a042ade8097f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.334048334043473,3.011575466863102e-06,9.015388373321974e-06,42.5,0.0,3.0,3.942919308610726e-06,0.0,2.782783333289748e-07,4.221197641939701e-06,0.0,India,IND,maharashtra,,,macOS-26.3.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M2,0.0,,72.8856,19.0748,8.0,machine,0.0,0,0.0,0.0,N,1.0,0.0
2026-04-20T10:10:23,self_healing_compiler,12dbf5e9-bcc0-4e6c-8730-7f33a5d4a308,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.3328384170308709,3.000765459152948e-06,9.015682402054646e-06,42.5,0.0,3.0,3.928766406736233e-06,0.0,2.772793057374656e-07,4.206045712473699e-06,0.0,India,IND,maharashtra,,,macOS-26.3.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M2,0.0,,72.8856,19.0748,8.0,machine,0.0,0,0.0,0.0,N,1.0,0.0
2026-04-20T10:10:25,self_healing_compiler,d115fafe-0f08-4db2-ae14-bd33891c2d7f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.3097313751932233,2.7924617635175823e-06,9.015753608350227e-06,42.5,0.0,3.0,3.6560954626313312e-06,0.0,2.579797916890432e-07,3.914075254320375e-06,0.0,India,IND,maharashtra,,,macOS-26.3.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M2,0.0,,72.8856,19.0748,8.0,machine,0.0,0,0.0,0.0,N,1.0,0.0
2026-04-20T10:10:27,self_healing_compiler,1eff0a83-bbdc-490a-a312-2fb5e7be112f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.3653485828544944,1.7964753004362908e-08,4.9171541501551794e-08,42.5,0.0,3.0,4.261854735604074e-06,0.0,3.007902082754299e-07,4.562644943879504e-06,0.0,Canada,CAN,quebec,,,macOS-26.3.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M2,0.0,,-71.2,46.8,8.0,machine,0.0,0,0.0,0.0,N,1.0,0.0
2026-04-20T10:10:28,self_healing_compiler,270b3cfb-f146-4dae-ad5e-fe3b4b4be70c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.3294117918703705,2.9698130365551058e-06,9.01550311751979e-06,42.5,0.0,3.0,3.888278757383685e-06,0.0,2.743822567087288e-07,4.162661014092414e-06,0.0,India,IND,maharashtra,,,macOS-26.3.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M2,0.0,,72.8856,19.0748,8.0,machine,0.0,0,0.0,0.0,N,1.0,0.0
2026-04-20T10:10:30,self_healing_compiler,baf2fc0a-92b7-4e48-ab76-8e45e5e294c7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.3194027079734951,2.879639681221017e-06,9.015702150715569e-06,42.5,0.0,3.0,3.770241901090938e-06,0.0,2.660269441548735e-07,4.036268845245812e-06,0.0,India,IND,maharashtra,,,macOS-26.3.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M2,0.0,,72.8856,19.0748,8.0,machine,0.0,0,0.0,0.0,N,1.0,0.0
2026-04-20T10:10:31,self_healing_compiler,a928cdff-8057-4537-8383-58426520295c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.4269083328545093,3.8491034919012034e-06,9.016229470538304e-06,42.5,0.0,3.0,5.039451761210027e-06,0.0,3.556734024702261e-07,5.395125163680253e-06,0.0,India,IND,maharashtra,,,macOS-26.3.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M2,0.0,,72.8856,19.0748,8.0,machine,0.0,0,0.0,0.0,N,1.0,0.0
2026-04-20T10:10:32,self_healing_compiler,0a036195-5cdc-45e4-a9ee-60c2af722695,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.3233146660495549,2.914990129863391e-06,9.01595391721762e-06,42.5,0.0,3.0,3.816481299387912e-06,0.0,2.693367708707229e-07,4.085818070258635e-06,0.0,India,IND,maharashtra,,,macOS-26.3.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M2,0.0,,72.8856,19.0748,8.0,machine,0.0,0,0.0,0.0,N,1.0,0.0
2026-04-20T10:10:33,self_healing_compiler,05edbb3a-f6ec-4345-8157-1919a37cf1f5,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.3067241660319268,2.7653138561049612e-06,9.015637378298782e-06,42.5,0.0,3.0,3.6205007186961465e-06,0.0,2.555224648676813e-07,3.876023183563828e-06,0.0,India,IND,maharashtra,,,macOS-26.3.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M2,0.0,,72.8856,19.0748,8.0,machine,0.0,0,0.0,0.0,N,1.0,0.0
2026-04-20T10:10:33,self_healing_compiler,ad74ac06-2f00-4881-b541-4f707e5df0c4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12.117623958038166,0.0001092598633532,9.016607854116576e-06,42.5,0.0,3.0,0.0001430494262785,0.0,1.0095491595954323e-05,0.0001531449178744,0.0,India,IND,maharashtra,,,macOS-26.3.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M2,0.0,,72.8856,19.0748,8.0,machine,8.733333333333333,0,81.30833333333332,2.9332542419433594,N,1.0,0.0
2026-04-20T10:40:16,self_healing_compiler,7e984d6d-5288-4841-b0fe-3bed76256b70,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.3237364999949932,2.918578689100081e-06,9.01529079713044e-06,42.5,0.0,3.0,3.821205987413931e-06,0.0,2.696420141728595e-07,4.09084800158679e-06,0.0,India,IND,karnataka,,,macOS-26.3.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M2,0.0,,76.6029,13.8006,8.0,machine,0.0,0,0.0,0.0,N,1.0,0.0
2026-04-20T10:40:16,self_healing_compiler,992fec93-1944-49ed-8a58-52cb10615f5d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.2851188750937581,2.5705089165896988e-06,9.01556908761097e-06,42.5,0.0,3.0,3.3654795746163774e-06,0.0,2.374937849041696e-07,3.602973359520547e-06,0.0,India,IND,karnataka,,,macOS-26.3.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M2,0.0,,76.6029,13.8006,8.0,machine,0.0,0,0.0,0.0,N,1.0,0.0
